First process instance # in stats,1
Last process instance # in stats,10

Resource utilization
Resource,Utilization %
Λογιστης Α,Lane_0adbbls,17
Λογιστης Β,Lane_1yr3pxe,17
Συμβολαιογραφικό τμήμα,Lane_0uuncgk,84

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
GATEWAY 17 XOR,Process_1a3qvrs.Gateway_0qdvw1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 23 AND,Process_1a3qvrs.Gateway_1rfqp7p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 28 AND,Process_1a3qvrs.Gateway_1nx2kw7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 3 AND,Process_1a3qvrs.Gateway_0ivmbqa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 30 AND,Process_1a3qvrs.Gateway_0zbkq1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 45 XOR,Process_1a3qvrs.Gateway_1kmn3oi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 5 AND,Process_1a3qvrs.Gateway_1k37uhm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 57 AND,Process_1a3qvrs.Gateway_0e7t67u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 58 AND,Process_1a3qvrs.Gateway_07h8le4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GATEWAY 63 AND,Process_1a3qvrs.Gateway_1doauf9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Έλεγχος οφειλών προς περιφέρεια εταιρείας Α,Process_1a3qvrs.Gateway_0nz4wq6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Έλεγχος οφειλών προς περιφέρεια εταιρείας Β,Process_1a3qvrs.Gateway_0y58sjp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αίτηση έγκρισης περιφέρειας εταιρείας Α,Process_1a3qvrs.Activity_1bp71fh,7775.2925000000005,5830.788,10576.157,46651.755000000005,0.0,0.0,0.0,0.0,9600.0,0.0,57600.0,57600.0,19.43823125,14.57697,26.4403925,116.6293875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Αίτηση έγκρισης περιφέρειας εταιρείας Β,Process_1a3qvrs.Activity_0zqp78u,8416.618499999999,4082.038,10117.389,67332.94799999999,0.0,0.0,0.0,0.0,43200.0,0.0,230400.0,345600.0,21.041546250000003,10.205095,25.293472499999996,168.33237000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Αίτηση διαγραφής στο ΓΕΜΗ,Process_1a3qvrs.Activity_04n9kl2,20333.822062500003,11036.354000000007,28549.823999999993,325341.15300000005,0.0,0.0,0.0,0.0,54000.0,0.0,230400.0,864000.0,50.834555156250005,27.590884999999997,71.37456,813.3528825000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Αίτηση συγχώνευσης στο ΓΕΜΗ,Process_1a3qvrs.Activity_0b6uf55,21236.349052631576,11020.958,27897.729999999996,403490.632,0.0,0.0,0.0,0.0,54568.42105263158,0.0,230400.0,1036800.0,53.090872631578954,27.552395,69.744325,1008.7265800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Απάντηση από περιφέρεια σχεδίου συγχώνευσης εταιρείας Α,Process_1a3qvrs.Event_1vzypns,311436.7098333333,219352.829,408365.293,1868620.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Απάντηση από περιφέρεια σχεδίου συγχώνευσης εταιρείας Β,Process_1a3qvrs.Event_1yr56d8,297975.99925,198193.165,412054.372,2383807.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Απάντηση θετική εταιρείας Α;,Process_1a3qvrs.Gateway_04kmqvy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Απάντηση θετική εταιρείας Β;,Process_1a3qvrs.Gateway_1xcpyhr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Απάντηση θετική;,Process_1a3qvrs.Gateway_0k8jz0l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Απάντηση θετική;,Process_1a3qvrs.Gateway_15bzdnl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Απάντηση με απόφαση εταίρων Α,Process_1a3qvrs.Event_19n5gbk,157164.1249,110852.312,224336.417,1571641.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Απάντηση με απόφαση εταίρων Β,Process_1a3qvrs.Event_15pdo1b,186373.98839999997,120255.853,254223.867,1863739.8839999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Απάντηση με σύνταξη έκθεσης εξακρίβωσης εταιρείας Α,Process_1a3qvrs.Event_066qi95,1445789.9188,665563.243,2538429.287,1.4457899188000001E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Απάντηση με σύνταξη έκθεσης εξακρίβωσης εταιρείας Β,Process_1a3qvrs.Event_05952mf,1922604.2503,756124.625,3055112.104,1.9226042503E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αποστολή δικαιολογητικών εταιρείας Α στον συμβολαιογράφο,Process_1a3qvrs.Activity_111pn93,23119.249700000004,13322.515,34335.314,231192.49700000003,0.0,0.0,0.0,0.0,74880.0,57600.0,230400.0,748800.0,57.79812425,33.306287499999996,85.838285,577.9812425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αποστολή δικαιολογητικών εταιρείας Β στον συμβολαιογράφο,Process_1a3qvrs.Activity_0dr34sl,21217.452800000006,12547.485,35223.73300000001,212174.52800000005,0.0,0.0,0.0,0.0,103680.0,0.0,288000.0,1036800.0,53.043632,31.3687125,88.0593325,530.43632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αποστολή δικαιολογητικών και βεβαίωση από ΔΟΥ Α στη ΔΟΥ Β,Process_1a3qvrs.Activity_01tt9ww,7946.059100000001,3910.8229999999967,10717.73,79460.59100000001,0.0,0.0,0.0,0.0,82366.7224,0.0,210286.639,823667.224,19.86514775,9.7770575,26.794324999999997,198.6514775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αποστολή δικαιολογητικών μετατροπής σε ΕΦΚΑ,Process_1a3qvrs.Activity_1j9n83y,18938.4288,8238.871,32099.23400000001,189384.288,0.0,0.0,0.0,0.0,64774.69499999999,0.0,217706.578,647746.95,47.34607200000001,20.597177499999997,80.248085,473.46072000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Αποστολή δικαιολογητικών μετατροπής στη ΔΟΥ Α,Process_1a3qvrs.Activity_0c0v0lr,19646.582000000002,7391.339,27698.430000000004,196465.82000000004,0.0,0.0,0.0,0.0,56728.614199999996,22703.584,109015.652,567286.142,49.116455,18.4783475,69.246075,491.16455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Από γραμματεία,Process_1a3qvrs.Event_0vunfap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Δημοσίευση σχεδίου συγχώνευσης εταιρίας Α,Process_1a3qvrs.Activity_0pkpyy5,17721.465300000003,8920.272,24988.178,177214.65300000005,0.0,0.0,0.0,0.0,113930.46729999999,0.0,230400.0,1139304.673,44.30366325,22.30068,62.470445000000005,443.0366325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Δημοσίευση σχεδίου συγχώνευσης εταιρείας Β,Process_1a3qvrs.Activity_064zuro,16124.541099999997,4142.0599999999995,25066.967000000004,161245.41099999996,0.0,0.0,0.0,0.0,55262.5013,0.0,189310.089,552625.013,40.311352750000005,10.35515,62.6674175,403.11352750000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ενημέρωση πληρωμής οφειλών εταιρείας Α,Process_1a3qvrs.Event_0da8l0w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Ενημέρωση πληρωμής οφειλών εταιρείας Β,Process_1a3qvrs.Event_1meqd55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ενημέρωση πληρωμής παραβόλων,Process_1a3qvrs.Event_11b0mst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Ενημέρωση πληρωμής παραβόλων,Process_1a3qvrs.Event_1srmw62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Ενημέρωση των εταίρων, αποστολή έκθεσης και οικ. καταστάσεις εταιρείας Α,Process_1a3qvrs.Activity_0hvicbh,18644.022900000004,8762.646999999999,32720.676000000036,186440.22900000005,0.0,0.0,0.0,0.0,72884.99769999999,9922.993,277395.181,728849.977,46.61005725,21.9066175,81.80169,466.1005725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ενημέρωση των εταίρων, αποστολή έκθεσης και οικ. καταστάσεις εταιρείας Β,Process_1a3qvrs.Activity_07ymxj1,20923.2094,9824.359,31219.319000000003,209232.094,0.0,0.0,0.0,0.0,78357.2345,12521.61,203099.962,783572.3450000001,52.308023500000004,24.5608975,78.04829749999999,523.080235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ισολογισμός μετασχ/σμού εταιρείας Α,Process_1a3qvrs.Activity_1rchpbs,855896.1541000002,515439.13300000015,1177369.1570000001,8558961.541000001,449455.38850001467,172174.4460000801,797274.9639998721,4494553.885000147,2759060.7261,1704953.427,3734144.299,2.7590607261E7,1016.1019140000001,236.38814,1598.8088774999999,10161.01914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ισολογισμός μετασχ/σμού εταιρείας Β,Process_1a3qvrs.Activity_1q9bvc7,860156.8255999999,311860.3019999999,1284822.6140000003,8601568.256,408734.11070004833,211788.2309999466,603025.9259998798,4087341.107000483,2756970.9962,979200.0,4023617.586,2.7569709961999997E7,1128.55678725,250.18017749999999,1725.0952799999998,11285.5678725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ορισμός ορκωτών ελεγκτών εταιρείας Α,Process_1a3qvrs.Activity_0sn42kg,449455.3884999999,172174.446,797274.9639999997,4494553.884999999,440123.6387999691,159586.03599999426,786010.0179997729,4401236.387999691,1434260.7261,534623.591,2630304.12,1.4342607261E7,23.32937425,12.421647499999999,32.7438625,233.2937425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Ορισμός ορκωτών ελεγκτών εταιρείας Β,Process_1a3qvrs.Activity_10ew83l,506788.6412000001,246839.6910000001,782356.3299999996,5067886.4120000005,498441.1250000132,240218.74300003052,776451.0790000246,4984411.250000132,1633770.9962,864000.0,2489497.095,1.6337709962E7,20.868790500000003,10.068565000000001,33.045747500000004,208.68790500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Παραλαβή απάντησης από ΓΕΜΗ εταιρείας Α,Process_1a3qvrs.Event_0qin1qz,333326.40333333326,94550.228,553541.312,4999896.049999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Παραλαβή απάντησης από ΓΕΜΗ εταιρείας Β,Process_1a3qvrs.Event_108xj3w,295014.44310526317,88375.456,598847.668,5605274.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Παραλαβή βεβαίωσης διαγραφής από ΓΕΜΗ,Process_1a3qvrs.Event_1nmihm9,400931.6158125,263732.687,544862.596,6414905.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Παραλαβή βεβαίωσης διαγραφής από ΔΟΥ Β,Process_1a3qvrs.Event_0qwwahy,1171774.3800000001,222081.014,2373977.936,1.17177438E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Παραλαβή βεβαίωσης μετατροπής από ΕΦΚΑ,Process_1a3qvrs.Event_0neg5r8,2957370.4964999994,1156272.52,4726582.465,2.9573704964999996E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Παραλαβή βεβαίωσης συγχώνευσης από ΓΕΜΗ,Process_1a3qvrs.Event_08ld7j4,365639.1199473684,115956.813,580321.006,6947143.278999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Παραλαβή βεβαίωσης συγχώνευσης από ΔΟΥ Α,Process_1a3qvrs.Event_0yy9xsg,1257152.8495999998,403465.528,2236503.873,1.2571528496E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
