First process instance # in stats,1
Last process instance # in stats,30

Resource utilization
Resource,Utilization %
Γραμματεία,Lane_09q3vwa,33
Λογιστικό τμήμα,Lane_0adbbls,9
Νομικό τμήμα,Lane_1yr3pxe,40
Συμβολαιογραφικό τμήμα,Lane_0uuncgk,85

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
GATEWAY 19 XOR,Process_1a3qvrs.Gateway_11wrswz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 22 XOR,Process_1a3qvrs.Gateway_03q251w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 27 AND,Process_1a3qvrs.Gateway_18g5ag7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 28 AND,Process_1a3qvrs.Gateway_0il9sns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 6 AND,Process_1a3qvrs.Gateway_09rgnpn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 8 AND,Process_1a3qvrs.Gateway_1k37uhm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση έγκρισης περιφέρειας,Process_1a3qvrs.Activity_0cafb8f,177055.7739,105688.44799999997,256709.81199999992,5311673.217,0.0,0.0,0.0,0.0,584742.4206333333,229385.23,864000.0,1.7542272619E7,442.63943474999996,264.22112,641.77453,13279.183042499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση σε ΕΦΚΑ μεταβολής ατομικών στοιχείων εταίρων,Process_1a3qvrs.Activity_0s9hxkz,57212.32916666667,10090.524999999998,114210.049,1716369.875,0.0,0.0,0.0,0.0,185060.49523333335,0.0,400961.769,5551814.857000001,143.03082291666666,25.2263125,285.5251225,4290.9246875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση στο ΓΕΜΗ για έλεγχο επωνυμίας,Process_1a3qvrs.Activity_1ccv6bw,5715.275416666666,4014.838,7041.425,68583.305,0.0,0.0,0.0,0.0,4800.0,0.0,57600.0,57600.0,14.288188541666665,10.037095,17.603562500000002,171.4582625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Αλλαγή επωνυμίας?,Process_1a3qvrs.Gateway_112lkpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
