First process instance # in stats,1
Last process instance # in stats,30

Resource utilization
Resource,Utilization %
Λογιστικό τμήμα,Lane_0adbbls,16
Νομικό τμήμα,Lane_1yr3pxe,38
Συμβολαιογραφικό τμήμα,Lane_0uuncgk,90

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
GATEWAY 23 XOR,Process_1a3qvrs.Gateway_11wrswz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 27 XOR,Process_1a3qvrs.Gateway_03q251w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 3 AND,Process_1a3qvrs.Gateway_0ivmbqa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 32 AND,Process_1a3qvrs.Gateway_18g5ag7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 33 AND,Process_1a3qvrs.Gateway_0il9sns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
GATEWAY 9 AND,Process_1a3qvrs.Gateway_1k37uhm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση έγκρισης περιφέρειας,Process_1a3qvrs.Activity_0cafb8f,182241.20653333332,101849.495,257199.39899999998,5467236.1959999995,0.0,0.0,0.0,0.0,627062.5496999999,349537.177,864000.0,1.8811876490999997E7,455.6030163333334,254.62373749999998,642.9984975,13668.090490000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση σε ΕΦΚΑ μεταβολής ατομικών στοιχείων εταίρων,Process_1a3qvrs.Activity_0s9hxkz,250840.69406666665,87619.10399999999,415509.179,7525220.822,0.0,0.0,0.0,0.0,810709.5581,295875.642,1378959.988,2.4321286743E7,627.1017351666668,219.04776000000004,1038.7729475,18813.052055000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Αίτηση στο ΓΕΜΗ για έλεγχο επωνυμίας,Process_1a3qvrs.Activity_1ccv6bw,5121.934666666667,4060.516,7048.048,46097.412000000004,0.0,0.0,0.0,0.0,12800.0,0.0,57600.0,115200.0,12.804836666666667,10.15129,17.62012,115.24353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Αλλαγή επωνυμίας?,Process_1a3qvrs.Gateway_112lkpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Απάντηση από περιφέρεια - λήψη δικαιολογητικού,Process_1a3qvrs.Event_0wux6f4,245481.46286666667,90292.329,409736.974,7364443.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Απάντηση θετική;,Process_1a3qvrs.Gateway_04kmqvy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
Απάντηση με αποδεικτικό πληρωμής,Process_1a3qvrs.Event_1wvlgsn,152709.91899999997,90957.011,252565.374,7482786.030999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Απάντηση με απόφαση εταίρων,Process_1a3qvrs.Event_19n5gbk,181396.40733333337,108341.218,259142.797,5441892.220000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Απάντηση με σύνταξη έκθεσης εξακρίβωσης,Process_1a3qvrs.Event_066qi95,1386779.5246666668,272424.038,2475547.35,4.160338574E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Απαντηση θετική;,Process_1a3qvrs.Gateway_0k8jz0l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Απο γραμματεια,Process_1a3qvrs.Event_0vunfap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Ενημέρωση για κατάθεση κεφαλαίου,Process_1a3qvrs.Event_04kw5b5,480749.26680000004,203561.859,826947.568,7211239.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Ενημέρωση για καταβολή χρημάτων,Process_1a3qvrs.Activity_0y6fxku,600.0,600.0,600.0,9000.0,0.0,0.0,0.0,0.0,12824.898,0.0,106962.812,192373.47,1.5,1.5,1.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Ενημέρωση πληρωμής παραβόλων,Process_1a3qvrs.Event_1srmw62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Ενημέρωση των εταίρων, αποστολή έκθεσης και οικ. καταστάσεις,Process_1a3qvrs.Activity_0hvicbh,21703.616500000004,8504.233,34705.375,651108.4950000001,0.0,0.0,0.0,0.0,90577.9194666667,0.0,286113.544,2717337.584000001,54.25904124999999,21.2605825,86.7634375,1627.7712374999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Καταγραφή ιστορικού υπό μετατροπής εταιρίας,Process_1a3qvrs.Activity_0eoxfpj,1.0219215730566664E7,4929020.800000001,1.4844328305E7,3.0657647191699994E8,9724404.78706665,4687858.962999821,1.4084282582000017E7,2.917321436119995E8,3.270144E7,1.58976E7,4.74624E7,9.810432E8,3436.1871076388884,613.6998333333333,5839.224590277778,103085.61322916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Νέο κεφάλαιο >= από ορισμένο στο καταστατικό,Process_1a3qvrs.Gateway_1pmdumv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Ορισμός ορκωτών ελεγκτών,Process_1a3qvrs.Activity_0sn42kg,9383.230066666667,4132.628,14973.244999999999,281496.902,639.2371333310444,0.0,6357.871999979019,19177.113999931335,37457.35443333334,0.0,230369.638,1123720.6330000001,21.85998233333334,10.33157,35.5975775,655.7994700000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Παραλαβή βεβαίωσης μετατροπής από ΓΕΜΗ,Process_1a3qvrs.Event_08ld7j4,331460.00491836725,88006.763,595512.845,1.6241540240999995E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Παραλαβή βεβαίωσης μετατροπής από ΔΟΥ,Process_1a3qvrs.Event_0yy9xsg,1192096.8321333334,165029.765,2537142.348,3.5762904964E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Παραλαβή βεβαίωσης μετατροπής από ΕΦΚΑ,Process_1a3qvrs.Event_0neg5r8,3115477.561333334,165018.668,5078568.251,9.346432684000002E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Παραλαβή παραβόλων προς πληρωμή,Process_1a3qvrs.Event_1hbtlbe,7100.844030303029,4085.233,10756.773,234327.85299999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
Παραλαβή προέγκρισης επωνυμίας από ΓΕΜΗ,Process_1a3qvrs.Event_19bpl3p,230583.46444444443,101560.755,407094.992,2075251.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
